title,external_id,url,type,publication_year,publication_month,publication_day,journal_title,source_client_id
"CO, H<sub>2</sub>O, H<sub>2</sub>O<sup>+</sup> line and dust emission in a z = 3.63 strongly lensed starburst merger at sub-kiloparsec scales",10.1051/0004-6361/201833876,http://www.scopus.com/inward/record.url?eid=2-s2.0-85065255290&partnerID=MN8TOARS,journal-article,2019,,,Astronomy and Astrophysics,0009-0008-9801-2224
"CO, H<sub>2</sub>O, H<sub>2</sub>O<sup>+</sup> line and dust emission in a z = 3.63 strongly lensed starburst merger at sub-kiloparsec scales",2-s2.0-85094486046,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094486046&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
Deciphering an evolutionary sequence of merger stages in infrared-luminous starburst galaxies at z ∼ 0.7,10.1051/0004-6361/201834522,http://www.scopus.com/inward/record.url?eid=2-s2.0-85062882247&partnerID=MN8TOARS,journal-article,2019,,,Astronomy and Astrophysics,0009-0008-9801-2224
Deciphering an evolutionary sequence of merger stages in infrared-luminous starburst galaxies at z ∼ 0.7,2-s2.0-85095310156,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095310156&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
"Erratum: The ALMA Frontier Fields Survey: IV. Lensing-corrected 1.1 mm number counts in Abell 2744, MACS J0416.1-2403, and MACS J1149.5+2223 (A&amp;A (2018) 620 A125 DOI: 10.1051/0004-6361/201732442)",10.1051/0004-6361/201732442e,http://www.scopus.com/inward/record.url?eid=2-s2.0-85103737966&partnerID=MN8TOARS,journal-article,2019,,,Astronomy and Astrophysics,0009-0008-9801-2224
From peculiar morphologies to hubble–type spirals: The relation between galaxy dynamics and morphology in star–forming galaxies at z ∼ 1.5,2-s2.0-85094373369,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094373369&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,10.3847/1538-4357/ab32e7,http://www.scopus.com/inward/record.url?eid=2-s2.0-85073752665&partnerID=MN8TOARS,journal-article,2019,,,Astrophysical Journal,0009-0008-9801-2224
Radio spectra and sizes of alma-identified submillimetre galaxies : Evidence of age-related spectral curvature and cosmic ray diffusion?,2-s2.0-85094743412,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094743412&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
SCUBA-2 observations of candidate starbursting protoclusters selected by Planck and Herschel-SPIRE,10.1093/mnras/stz2640,http://www.scopus.com/inward/record.url?eid=2-s2.0-85077311211&partnerID=MN8TOARS,journal-article,2019,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
SCUBA-2 observations of candidate starbursting protoclusters selected by Planck and Herschel-SPIRE,2-s2.0-85094767002,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094767002&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
The ALPINE-ALMA [CII] survey: A triple merger at z ∼ 4.56,2-s2.0-85095340376,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095340376&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
The ALPINE-ALMA [CII] survey: Star-formation-driven outows and circumgalactic enrichment in the early Universe,2-s2.0-85095343412,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095343412&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
The Dynamics and Distribution of Angular Momentum in HiZELS Star – Forming Galaxies at z = 0.8 – 3.3,2-s2.0-85094437115,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094437115&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
"The alpine-alma [CII] survey Survey strategy, observations and sample properties of 118 star-forming galaxies at 4&lt;z&lt;6",2-s2.0-85093578036,http://www.scopus.com/inward/record.url?eid=2-s2.0-85093578036&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
The alpine-alma [CII] survey: Multi-wavelength ancillary data and basic physical measurements,2-s2.0-85098344569,http://www.scopus.com/inward/record.url?eid=2-s2.0-85098344569&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
The dynamics and distribution of angular momentum in HiZELS star-forming galaxies at z = 0.8-3.3,10.1093/mnras/stz765,http://www.scopus.com/inward/record.url?eid=2-s2.0-85070114330&partnerID=MN8TOARS,journal-article,2019,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
The kiloparsec-scale gas kinematics in two star-forming galaxies at z ∼ 1.47 seen with ALMA and VLT-SINFONI,2-s2.0-85095184084,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095184084&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
The kiloparsec-scale gas kinematics in two star-forming galaxies at z ∼1.47 seen with ALMA and VLT-SINFONI,10.1093/mnras/stz1643,http://www.scopus.com/inward/record.url?eid=2-s2.0-85070058301&partnerID=MN8TOARS,journal-article,2019,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
The molecular gas properties in the gravitationally lensed merger HATLAS J142935.3-002836,10.1093/mnras/stz945,http://www.scopus.com/inward/record.url?eid=2-s2.0-85067960559&partnerID=MN8TOARS,journal-article,2019,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
The molecular-gas properties in the gravitationally lensed merger HATLAS J142935.3-002836,2-s2.0-85095245985,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095245985&partnerID=MN8TOARS,other,2019,,,arXiv,0009-0008-9801-2224
VALES V: A kinematic analysis of the molecular gas content in H-ATLAS galaxies at z ~ 0.03-0.35 using ALMA,10.1093/mnras/sty2577,http://www.scopus.com/inward/record.url?eid=2-s2.0-85057189920&partnerID=MN8TOARS,journal-article,2019,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
ALMA view of a massive spheroid progenitor: A compact rotating core of molecular gas in an AGN host at z=2.226,10.1093/mnras/sty481,http://www.scopus.com/inward/record.url?eid=2-s2.0-85052444754&partnerID=MN8TOARS,journal-article,2018,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
Alma view of a massive spheroid progenitor: A compact rotating core of molecular gas in an agn host at z=2.226,2-s2.0-85095013194,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095013194&partnerID=MN8TOARS,other,2018,,,arXiv,0009-0008-9801-2224
Cosmic evolution and metal aversion in superluminous supernova host galaxies,10.1093/mnras/stx2352,http://www.scopus.com/inward/record.url?eid=2-s2.0-85041140532&partnerID=MN8TOARS,journal-article,2018,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
Near-infrared Emission Lines in Starburst Galaxies at 0.5 &lt; z &lt; 0.9: Discovery of a Merger Sequence of Extreme Obscurations,10.3847/2041-8213/aad33e,http://www.scopus.com/inward/record.url?eid=2-s2.0-85051529697&partnerID=MN8TOARS,journal-article,2018,,,Astrophysical Journal Letters,0009-0008-9801-2224
Near-infrared emission lines in starburst galaxies at 0.5 &lt; z &lt; 0.9: discovery of a merger sequence of extreme obscurations,2-s2.0-85094453743,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094453743&partnerID=MN8TOARS,other,2018,,,arXiv,0009-0008-9801-2224
Observational constraints on the physical nature of submillimetre source multiplicity: Chance projections are common,10.1093/mnras/sty304,http://www.scopus.com/inward/record.url?eid=2-s2.0-85049223120&partnerID=MN8TOARS,journal-article,2018,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
Observational constraints on the physical nature of submillimetre source multiplicity: chance projections are common,2-s2.0-85094783856,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094783856&partnerID=MN8TOARS,other,2018,,,arXiv,0009-0008-9801-2224
"The ""cosmic Seagull"": A Highly Magnified Disk-like Galaxy at z ≃ 2.8 behind the Bullet Cluster",10.3847/2041-8213/aad6de,http://www.scopus.com/inward/record.url?eid=2-s2.0-85052405169&partnerID=MN8TOARS,journal-article,2018,,,Astrophysical Journal Letters,0009-0008-9801-2224
The 'Cosmic Seagull': A highly magnified disk-like galaxy at z ≃ 2.8 behind the Bullet Cluster,2-s2.0-85094460853,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094460853&partnerID=MN8TOARS,other,2018,,,arXiv,0009-0008-9801-2224
"The ALMA frontier fields survey: IV. Lensing-corrected 1.1 mm number counts in Abell 2744, MACS J0416.1-2403 and MACS J1149.5+2223",10.1051/0004-6361/201732442,http://www.scopus.com/inward/record.url?eid=2-s2.0-85058522507&partnerID=MN8TOARS,journal-article,2018,,,Astronomy and Astrophysics,0009-0008-9801-2224
The Dust and [C ii] Morphologies of Redshift ∼4.5 Sub-millimeter Galaxies at ∼200 pc Resolution: The Absence of Large Clumps in the Interstellar Medium at High-redshift,10.3847/1538-4357/aabe8c,http://www.scopus.com/inward/record.url?eid=2-s2.0-85048059645&partnerID=MN8TOARS,journal-article,2018,,,Astrophysical Journal,0009-0008-9801-2224
The Herschel-ATLAS Data Release 2. Paper II. Catalogs of Far-infrared and Submillimeter Sources in the Fields at the South and North Galactic Poles,10.3847/1538-4365/aab8fc,http://www.scopus.com/inward/record.url?eid=2-s2.0-85051225236&partnerID=MN8TOARS,journal-article,2018,,,"Astrophysical Journal, Supplement Series",0009-0008-9801-2224
The dust and [CII] morphologies of redshift ∼ 4.5 sub-millimeter galaxies at ∼ 200 PC resolution: The absence of large clumps in the interstellar medium of high-redshift galaxies,2-s2.0-85095025971,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095025971&partnerID=MN8TOARS,other,2018,,,arXiv,0009-0008-9801-2224
The second Herschel-ATLAS Data Release - III. Optical and near-infrared counterparts in the North Galactic Plane field,10.1093/mnras/sty151,http://www.scopus.com/inward/record.url?eid=2-s2.0-85043536998&partnerID=MN8TOARS,journal-article,2018,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
VALES - IV. Exploring the transition of star formation efficiencies between normal and starburst galaxies using APEX/SEPIA Band-5 and ALMA at low redshift,10.1093/mnras/stx3183,http://www.scopus.com/inward/record.url?eid=2-s2.0-85041362049&partnerID=MN8TOARS,journal-article,2018,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
VALES V: A kinematic analysis of the molecular gas content in H-ATLAS galaxies at z ∼ 0.03-0.35 using ALMA,2-s2.0-85095227835,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095227835&partnerID=MN8TOARS,other,2018,,,arXiv,0009-0008-9801-2224
A deep ALMA image of the Hubble Ultra Deep Field,10.1093/mnras/stw3088,http://www.scopus.com/inward/record.url?eid=2-s2.0-85013228290&partnerID=MN8TOARS,journal-article,2017,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
ALMA Resolves the Molecular Gas in a Young Low-metallicity Starburst Galaxy at z = 1.7,10.3847/2041-8213/aa87af,http://www.scopus.com/inward/record.url?eid=2-s2.0-85029543211&partnerID=MN8TOARS,journal-article,2017,,,Astrophysical Journal Letters,0009-0008-9801-2224
"ATCA detections of massive molecular gas reservoirs in dusty, high-z radio galaxies",10.1093/mnras/stw2774,http://www.scopus.com/inward/record.url?eid=2-s2.0-85021362140&partnerID=MN8TOARS,journal-article,2017,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
Alma resolves the molecular gas in a young low-metallicity starburst galaxy at z = 1:7,2-s2.0-85095030436,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095030436&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
EVOLUTION OF DUST-OBSCURED STAR FORMATION AND GAS TO Z = 2.2 FROM HIZELS,2-s2.0-85094747106,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094747106&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
Evolution of Dust-obscured Star Formation and Gas to z = 2.2 from HiZELS,10.3847/1538-4357/aa61a6,http://www.scopus.com/inward/record.url?eid=2-s2.0-85017296742&partnerID=MN8TOARS,journal-article,2017,,,Astrophysical Journal,0009-0008-9801-2224
"Molecular gas, dust and star formation in galaxies i. dust properties and scalings in ∼ 1600 nearby galaxies",2-s2.0-85094416263,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094416263&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
"Molecular gas, dust, and star formation in galaxies: I. Dust properties and scalings in ~ 1600 nearby galaxies",10.1051/0004-6361/201629009,http://www.scopus.com/inward/record.url?eid=2-s2.0-85020501396&partnerID=MN8TOARS,journal-article,2017,,,Astronomy and Astrophysics,0009-0008-9801-2224
"SINFONI-HiZELS: The dynamics, merger rates and metallicity gradients of 'typical' star-forming galaxies at z = 0.8-2.2",10.1093/mnras/stw3120,http://www.scopus.com/inward/record.url?eid=2-s2.0-85018255627&partnerID=MN8TOARS,journal-article,2017,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
"The ALMA Frontier Fields Survey: I. 1.1 mm continuum detections in Abell 2744, MACS J0416.1-2403 and MACS J1149.5+2223",10.1051/0004-6361/201628806,http://www.scopus.com/inward/record.url?eid=2-s2.0-85007411097&partnerID=MN8TOARS,journal-article,2017,,,Astronomy and Astrophysics,0009-0008-9801-2224
"The ALMA Frontier Fields Survey: II. Multiwavelength Photometric analysis of 1.1 mm continuum sources in Abell 2744, MACSJ0416.1-2403 and MACSJ1149.5+2223",10.1051/0004-6361/201730628,http://www.scopus.com/inward/record.url?eid=2-s2.0-85028571609&partnerID=MN8TOARS,journal-article,2017,,,Astronomy and Astrophysics,0009-0008-9801-2224
"The ALMA Frontier Fields Survey: II. Multiwavelength Photometric analysis of 1.1mm continuum sources in Abell 2744, MACSJ0416.1-2403 and MACSJ1149.5+2223",2-s2.0-85093616206,http://www.scopus.com/inward/record.url?eid=2-s2.0-85093616206&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
"The ALMA frontier fields survey IV: Lensing-corrected 1.1 mm number counts in Abell 2744, MACSJ0416.1-2403 and MACSJ1149.5+2223",2-s2.0-85094998749,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094998749&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
"The Herschel-ATLAS Data Release 2, Paper I. Submillimeter and Far-infrared Images of the South and North Galactic Poles: The Largest Herschel Survey of the Extragalactic Sky",10.3847/1538-4365/aa9b35,http://www.scopus.com/inward/record.url?eid=2-s2.0-85039869313&partnerID=MN8TOARS,journal-article,2017,,,"Astrophysical Journal, Supplement Series",0009-0008-9801-2224
The Herschel-Atlas data release 2 paper II: Catalogues of far-infrared and sub-millimetre sources in the fields at the south and north galactic poles,2-s2.0-85095047483,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095047483&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
"The Herschel-Atlas data release 2, paper I. Submillimetre and far-infrared images of the south and north galactic poles: The largest Herschel survey of the extragalactic sky",2-s2.0-85093624544,http://www.scopus.com/inward/record.url?eid=2-s2.0-85093624544&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
The Interstellar Medium in High-redshift Submillimeter Galaxies as Probed by Infrared Spectroscopy,10.3847/1538-4357/837/1/12,http://www.scopus.com/inward/record.url?eid=2-s2.0-85014969711&partnerID=MN8TOARS,journal-article,2017,,,Astrophysical Journal,0009-0008-9801-2224
The SCUBA-2 Cosmology Legacy Survey: Multi-wavelength Properties of ALMA-identified Submillimeter Galaxies in UKIDSS UDS,10.3847/1538-4357/aa65d0,http://www.scopus.com/inward/record.url?eid=2-s2.0-85018502716&partnerID=MN8TOARS,journal-article,2017,,,Astrophysical Journal,0009-0008-9801-2224
The SCUBA-2 Cosmology Legacy Survey: The nature of bright submm galaxies from 2 deg2 of 850-μm imaging,10.1093/mnras/stx861,http://www.scopus.com/inward/record.url?eid=2-s2.0-85026425502&partnerID=MN8TOARS,journal-article,2017,,,Monthly Notices of the Royal Astronomical Society,0009-0008-9801-2224
The interstellar medium in high-redshift submillimeter galaxies as probed by infrared spectroscopy<sup>∗</sup>,2-s2.0-85095370753,http://www.scopus.com/inward/record.url?eid=2-s2.0-85095370753&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
The second Herschel<sup>?</sup>-ATLAS Data Release - III: optical and near-infrared counterparts in the North Galactic Plane field,2-s2.0-85094291230,http://www.scopus.com/inward/record.url?eid=2-s2.0-85094291230&partnerID=MN8TOARS,other,2017,,,arXiv,0009-0008-9801-2224
VALES - III. The calibration between the dust continuum and interstellar gas content of star-forming galaxies,10.1093/mnrasl/slx033,http://www.scopus.com/inward/record.url?eid=2-s2.0-85030477474&partnerID=MN8TOARS,journal-article,2017,,,Monthly Notices of the Royal Astronomical Society: Letters,0009-0008-9801-2224
